Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1451          1451          +220.464      +689.607      +694.559      +42.8974      -1149.4       -231.782      +1647.53      -1381.18      +266.347      
1452          1452          +215.651      +626.553      +712.52       +40.2485      -1138.57      -235.831      +1594.97      -1374.4       +220.576      
1453          1453          +247.217      +672.893      +709.72       +36.4537      -1105.14      -217.796      +1666.28      -1322.94      +343.345      
1454          1454          +221.891      +698.12       +689.294      +46.949       -1110.71      -229.785      +1656.25      -1340.49      +315.759      
1455          1455          +232.221      +665.627      +702.659      +36.9184      -1128.71      -217.152      +1637.43      -1345.86      +291.566      
1456          1456          +220.949      +705.828      +706.817      +43.4911      -1123.04      -231.597      +1677.09      -1354.64      +322.445      
1457          1457          +234.546      +657.457      +695.016      +38.1788      -1117.97      -214.549      +1625.2       -1332.52      +292.677      
1458          1458          +208.497      +692.047      +702.288      +35.7582      -1117.65      -250.298      +1638.59      -1367.95      +270.638      
1459          1459          +211.368      +644.467      +693.011      +28.5674      -1117.73      -223.399      +1577.41      -1341.13      +236.286      
1460          1460          +227.061      +667.779      +705.464      +33.8221      -1133.01      -202.177      +1634.13      -1335.18      +298.943      
1461          1461          +211.336      +665.143      +696.403      +40.9321      -1150.87      -231.321      +1613.81      -1382.19      +231.626      
1462          1462          +209.313      +645.583      +701.056      +36.8777      -1103.89      -201.834      +1592.83      -1305.72      +287.106      
1463          1463          +212.679      +681.887      +687.419      +37.2862      -1113.1       -235.397      +1619.27      -1348.49      +270.779      
1464          1464          +218.964      +659.271      +694.932      +32.1104      -1128.8       -218.929      +1605.28      -1347.73      +257.552      
1465          1465          +234.705      +676.319      +706.747      +35.734       -1120.49      -234.357      +1653.5       -1354.85      +298.655      
1466          1466          +257.918      +656.388      +689.921      +36.6482      -1102.86      -235.672      +1640.87      -1338.54      +302.339      
1467          1467          +242.295      +680.784      +683.708      +40.9322      -1119.15      -219.28       +1647.72      -1338.43      +309.287      
1468          1468          +231.96       +685.215      +691.404      +49.2526      -1109.21      -231.408      +1657.83      -1340.62      +317.215      
1469          1469          +218.225      +675.744      +677.644      +41.9168      -1148.04      -222.607      +1613.53      -1370.65      +242.881      
1470          1470          +229.6        +674.506      +686.865      +36.876       -1148.35      -220.225      +1627.85      -1368.57      +259.273      
1471          1471          +222.895      +686.812      +697.147      +48.2861      -1112.99      -234.056      +1655.14      -1347.04      +308.099      
1472          1472          +251.171      +670.21       +686.783      +35.7481      -1152.52      -230.512      +1643.91      -1383.03      +260.882      
1473          1473          +239.209      +661.522      +698.858      +44.4323      -1149.73      -229.942      +1644.02      -1379.67      +264.35       
1474          1474          +211.34       +696.155      +676.091      +45.9207      -1166.33      -232.162      +1629.51      -1398.49      +231.017      
1475          1475          +235.749      +645.227      +689.804      +36.1886      -1134.45      -246.238      +1606.97      -1380.68      +226.284      
1476          1476          +222.295      +673.115      +693.163      +39.3191      -1161.55      -227.37       +1627.89      -1388.92      +238.975      
1477          1477          +240.877      +647.306      +692.815      +37.12        -1130.87      -240.47       +1618.12      -1371.34      +246.778      
1478          1478          +219.472      +678.19       +687.658      +40.4347      -1137.58      -209.346      +1625.75      -1346.93      +278.83       
1479          1479          +239.631      +697.89       +694.423      +41.19        -1163.2       -226.669      +1673.13      -1389.87      +283.265      
1480          1480          +239.724      +726.449      +693.206      +41.7392      -1149.62      -223.575      +1701.12      -1373.19      +327.924      
1481          1481          +230.848      +700.568      +692.757      +36.3708      -1174.58      -212.802      +1660.54      -1387.38      +273.162      
1482          1482          +228.152      +713.654      +671.456      +39.2794      -1157.82      -227.958      +1652.54      -1385.78      +266.758      
1483          1483          +242.237      +682.904      +674.4        +30.6905      -1155.37      -233.375      +1630.23      -1388.74      +241.487      
1484          1484          +230.327      +674.295      +675.256      +45.9871      -1152.14      -205.163      +1625.87      -1357.31      +268.558      
1485          1485          +200.072      +702.429      +697.309      +45.4873      -1142.66      -229.287      +1645.3       -1371.95      +273.349      
1486          1486          +254.995      +692.211      +687.888      +36.6392      -1152.28      -226.708      +1671.73      -1378.99      +292.742      
1487          1487          +210.552      +706.167      +675.533      +44.4535      -1153.27      -212.29       +1636.71      -1365.56      +271.146      
1488          1488          +221.423      +692.926      +685.707      +43.7842      -1144.62      -226.912      +1643.84      -1371.53      +272.306      
1489          1489          +230.582      +674.003      +680.279      +34.1254      -1133.84      -226.248      +1618.99      -1360.09      +258.904      
1490          1490          +226.028      +693.966      +693.415      +39.1764      -1175.97      -230.506      +1652.59      -1406.48      +246.11       
1491          1491          +259.573      +669.99       +684.486      +34.2055      -1162.27      -224.519      +1648.25      -1386.79      +261.465      
