Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
3988          3988          +225.422      +693.948      +685.362      +39.0906      -1146.28      -233.405      +1643.82      -1379.69      +264.136      
3989          3989          +246.702      +659.055      +677.636      +39.5292      -1148.08      -209.569      +1622.92      -1357.65      +265.27       
3990          3990          +228.04       +692.516      +693.296      +29.3652      -1146.25      -237.692      +1643.22      -1383.94      +259.278      
3991          3991          +234.321      +659.482      +685.815      +37.7024      -1118.05      -214.856      +1617.32      -1332.91      +284.409      
3992          3992          +216.535      +674.336      +694.754      +44.2919      -1151.3       -220.322      +1629.92      -1371.62      +258.295      
3993          3993          +231.181      +662.418      +688.449      +36.3141      -1155.41      -203.456      +1618.36      -1358.86      +259.499      
3994          3994          +248.759      +661.283      +684.482      +42.8203      -1130.06      -228.417      +1637.34      -1358.48      +278.864      
3995          3995          +237.791      +698.107      +685.185      +34.6565      -1129.81      -215.014      +1655.74      -1344.82      +310.92       
3996          3996          +252.752      +694.356      +693.848      +36.1745      -1143.64      -213.172      +1677.13      -1356.81      +320.316      
3997          3997          +224.481      +681.694      +692.901      +36.8055      -1142.15      -197.815      +1635.88      -1339.97      +295.912      
3998          3998          +221.559      +684.661      +681.799      +39.1616      -1105.06      -234.483      +1627.18      -1339.54      +287.638      
3999          3999          +230.861      +705.856      +704.959      +44.4648      -1129.43      -225.065      +1686.14      -1354.49      +331.648      
4000          4000          +239.911      +673.213      +678.52       +32.6413      -1148.42      -225.66       +1624.28      -1374.08      +250.207      
4001          4001          +215.194      +706.878      +689.049      +36.8568      -1135.65      -209.486      +1647.98      -1345.14      +302.84       
4002          4002          +212.268      +709.913      +693.857      +41.4117      -1145.48      -223.538      +1657.45      -1369.02      +288.429      
4003          4003          +240.549      +689.496      +679.578      +36.4733      -1135.21      -218.608      +1646.1       -1353.82      +292.28       
4004          4004          +223.559      +682.12       +690.005      +38.5636      -1111.92      -229.154      +1634.25      -1341.08      +293.173      
4005          4005          +240.016      +706.778      +693.008      +40.5646      -1165.61      -222.666      +1680.37      -1388.27      +292.093      
4006          4006          +229.075      +678.319      +700.148      +40.2036      -1154.34      -233.95       +1647.75      -1388.29      +259.455      
4007          4007          +239.887      +674.331      +687.165      +44.3724      -1154.91      -235.128      +1645.76      -1390.03      +255.722      
4008          4008          +241.035      +693.981      +672.016      +44.0095      -1120.21      -222.4        +1651.04      -1342.61      +308.43       
4009          4009          +234.335      +723.311      +693.232      +33.6694      -1159.67      -211.229      +1684.55      -1370.9       +313.645      
4010          4010          +219.993      +666.811      +692.269      +41.2242      -1135.93      -218.697      +1620.3       -1354.62      +265.674      
4011          4011          +229.74       +686.954      +699.589      +34.8709      -1150.98      -233.28       +1651.15      -1384.26      +266.89       
4012          4012          +237.025      +671.639      +682.769      +40.1368      -1118.94      -217.072      +1631.57      -1336.01      +295.56       
4013          4013          +198.297      +682.09       +695.987      +37.9384      -1091.98      -236.388      +1614.31      -1328.36      +285.947      
4014          4014          +216.981      +693.117      +693.413      +35.3714      -1127.22      -235.987      +1638.88      -1363.21      +275.674      
4015          4015          +220.968      +647.889      +689.27       +39.5768      -1104.79      -206.536      +1597.7       -1311.33      +286.379      
4016          4016          +227.414      +670.597      +706.567      +29.2727      -1123.39      -228.515      +1633.85      -1351.9       +281.951      
4017          4017          +210.239      +661.283      +693.623      +40.1262      -1110.28      -215.059      +1605.27      -1325.34      +279.933      
4018          4018          +242.553      +687.725      +680.85       +38.7627      -1146.96      -233.066      +1649.89      -1380.03      +269.862      
4019          4019          +238.586      +660.707      +696.918      +37.6221      -1139.44      -225.837      +1633.83      -1365.28      +268.558      
4020          4020          +222.141      +691.809      +699.133      +32.9996      -1120.2       -225.682      +1646.08      -1345.88      +300.2        
4021          4021          +206.254      +675.725      +683.749      +31.8234      -1128.79      -207.872      +1597.55      -1336.66      +260.89       
4022          4022          +241.242      +669.102      +678.21       +34.7674      -1133.44      -209.189      +1623.32      -1342.63      +280.694      
4023          4023          +216.76       +675.573      +689.452      +43.1116      -1125.73      -224.534      +1624.9       -1350.27      +274.628      
4024          4024          +217.912      +637.991      +677.381      +33.7841      -1148.57      -215.438      +1567.07      -1364.01      +203.062      
4025          4025          +217.639      +648.864      +690.523      +32.8041      -1141.84      -216.218      +1589.83      -1358.06      +231.77       
4026          4026          +230.103      +672.091      +684.252      +39.1934      -1130.65      -226.914      +1625.64      -1357.57      +268.072      
4027          4027          +224.905      +688.594      +682.389      +34.8085      -1145.91      -219.707      +1630.7       -1365.62      +265.08       
4028          4028          +232.573      +693.416      +684.676      +40.9704      -1166.58      -223.679      +1651.63      -1390.26      +261.379      
4029          4029          +225.773      +655.017      +676.123      +38.4604      -1142.96      -202.596      +1595.37      -1345.55      +249.822      
4030          4030          +232.419      +668.962      +674.935      +29.7067      -1151.36      -216.976      +1606.02      -1368.33      +237.688      
4031          4031          +213.454      +704.228      +688.09       +32.9888      -1179.18      -238.989      +1638.76      -1418.17      +220.59       
4032          4032          +215.485      +704.429      +712.074      +40.1332      -1183.26      -220.768      +1672.12      -1404.03      +268.092      
4033          4033          +239.279      +660.56       +688.437      +45.8075      -1153.72      -204.777      +1634.08      -1358.49      +275.59       
4034          4034          +243.518      +659.273      +682.345      +30.6659      -1146.5       -223.596      +1615.8       -1370.09      +245.709      
4035          4035          +214.766      +689.93       +675.987      +44.213       -1128.13      -208.745      +1624.9       -1336.88      +288.016      
4036          4036          +240.99       +683.6        +680.558      +37.9574      -1097.65      -215.701      +1643.1       -1313.35      +329.75       
4037          4037          +243.516      +667.666      +706.012      +27.5691      -1116.61      -191.939      +1644.76      -1308.55      +336.215      
4038          4038          +231.385      +692.143      +688.265      +36.3096      -1128.32      -212.373      +1648.1       -1340.69      +307.41       
4039          4039          +228.366      +694.233      +691.743      +39.8302      -1098.69      -217.047      +1654.17      -1315.74      +338.432      
4040          4040          +228.186      +633.531      +698.156      +38.6074      -1107.12      -216.657      +1598.48      -1323.77      +274.707      
4041          4041          +250.255      +675.779      +692.777      +37.2872      -1132.78      -206.35       +1656.1       -1339.13      +316.964      
4042          4042          +239.72       +675.614      +681.718      +37.3656      -1159.59      -222.956      +1634.42      -1382.55      +251.87       
4043          4043          +247.104      +674.851      +698.282      +39.4775      -1139.18      -231.212      +1659.71      -1370.39      +289.321      
4044          4044          +227.287      +702.87       +687.496      +40.403       -1136.87      -219.784      +1658.06      -1356.65      +301.407      
4045          4045          +246.808      +628.208      +699.104      +38.5696      -1144.89      -207.649      +1612.69      -1352.54      +260.148      
4046          4046          +223.554      +632.713      +688.649      +30.755       -1126.79      -224.512      +1575.67      -1351.3       +224.37       
4047          4047          +226.547      +662.992      +684.927      +47.7371      -1129.54      -230.263      +1622.2       -1359.8       +262.402      
4048          4048          +252.131      +727.827      +686.302      +31.1799      -1118.6       -219.624      +1697.44      -1338.22      +359.215      
4049          4049          +233.346      +662.299      +688.474      +35.1312      -1128.88      -206.606      +1619.25      -1335.49      +283.764      
4050          4050          +230.56       +675.335      +680.247      +32.6049      -1116.78      -229.042      +1618.75      -1345.82      +272.926      
4051          4051          +248.891      +690.25       +675.162      +39.2427      -1118.14      -238.234      +1653.54      -1356.38      +297.167      
4052          4052          +212.164      +670.488      +676.184      +34.9104      -1150.04      -203.764      +1593.75      -1353.8       +239.945      
4053          4053          +216.395      +672.856      +676.672      +33.9172      -1159.43      -227.078      +1599.84      -1386.51      +213.328      
4054          4054          +249.324      +658.38       +698.424      +32.6447      -1155.96      -199.452      +1638.77      -1355.41      +283.358      
4055          4055          +222.482      +624.565      +701.889      +32.903       -1110.35      -195.819      +1581.84      -1306.17      +275.666      
4056          4056          +230.958      +689.565      +691.838      +33.3063      -1126.87      -228.063      +1645.67      -1354.93      +290.736      
4057          4057          +230.129      +636.873      +674.411      +39.2156      -1110.15      -191.029      +1580.63      -1301.18      +279.45       
4058          4058          +205.853      +674.582      +680.557      +41.0398      -1111.86      -224.213      +1602.03      -1336.07      +265.957      
4059          4059          +229.566      +666.787      +666.256      +32.4515      -1134.7       -222.928      +1595.06      -1357.63      +237.43       
4060          4060          +223.461      +650.744      +681.366      +32.6584      -1126.59      -193.121      +1588.23      -1319.71      +268.52       
4061          4061          +203.668      +684.375      +678.949      +29.591       -1117.02      -211.428      +1596.58      -1328.45      +268.134      
4062          4062          +245.441      +704.28       +673.328      +37.7793      -1145.92      -220.319      +1660.83      -1366.24      +294.585      
4063          4063          +209.715      +688.841      +685.934      +36.4843      -1159.58      -221.796      +1620.97      -1381.38      +239.596      
4064          4064          +239.513      +688.866      +688.477      +29.7184      -1141.52      -230.947      +1646.57      -1372.47      +274.107      
4065          4065          +246.505      +690.051      +690.504      +36.5265      -1155.57      -192.469      +1663.59      -1348.04      +315.546      
4066          4066          +218.19       +696.173      +697.043      +36.6642      -1168.8       -216.899      +1648.07      -1385.7       +262.374      
4067          4067          +240.2        +706.911      +692.194      +40.0185      -1161.33      -217.171      +1679.32      -1378.5       +300.823      
4068          4068          +204.577      +669.13       +690.966      +48.2666      -1172.03      -216.537      +1612.94      -1388.57      +224.371      
4069          4069          +218.006      +682.325      +681.692      +31.0328      -1168.38      -211.762      +1613.06      -1380.15      +232.909      
4070          4070          +217.643      +679.723      +685.135      +39.1375      -1138.98      -221.765      +1621.64      -1360.75      +260.889      
4071          4071          +208.112      +664.811      +689.594      +28.1026      -1144.47      -223.29       +1590.62      -1367.76      +222.859      
4072          4072          +208.347      +656.558      +689.008      +39.6606      -1194.74      -220.213      +1593.57      -1414.95      +178.624      
4073          4073          +213.738      +669.105      +682.68       +37.4983      -1187.38      -236.756      +1603.02      -1424.14      +178.883      
4074          4074          +240.248      +642.597      +680.079      +38.303       -1172.85      -212.948      +1601.23      -1385.8       +215.43       
4075          4075          +203.996      +655.013      +679.385      +34.0412      -1180.68      -235.653      +1572.44      -1416.33      +156.107      
4076          4076          +215.092      +646.91       +685.396      +30.8127      -1175.78      -225.845      +1578.21      -1401.62      +176.588      
4077          4077          +204.793      +647.136      +680.963      +27.8999      -1154.21      -222.142      +1560.79      -1376.35      +184.444      
4078          4078          +222.748      +651.433      +688.228      +38.2809      -1163.38      -224.506      +1600.69      -1387.89      +212.8        
4079          4079          +242.737      +645.898      +684.384      +34.9721      -1164.12      -229.328      +1607.99      -1393.45      +214.544      
4080          4080          +236.41       +670.698      +681.891      +31.723       -1179.78      -216.098      +1620.72      -1395.88      +224.839      
4081          4081          +214.591      +658.732      +700.338      +41.9394      -1173.31      -205.323      +1615.6       -1378.63      +236.969      
4082          4082          +245.971      +666.023      +699.628      +35.0849      -1197.6       -237.168      +1646.71      -1434.77      +211.933      
4083          4083          +209.995      +675.213      +696.835      +39.4949      -1170.26      -205.99       +1621.54      -1376.25      +245.289      
4084          4084          +202.172      +662.314      +685.249      +36.0079      -1158.46      -210.854      +1585.74      -1369.31      +216.431      
4085          4085          +211.546      +645.587      +698.73       +37.2249      -1173.35      -230.009      +1593.09      -1403.36      +189.731      
4086          4086          +219.234      +631.471      +678.426      +33.1843      -1174.06      -235.576      +1562.31      -1409.63      +152.683      
4087          4087          +238.766      +630.463      +677.951      +29.7615      -1190.58      -218.621      +1576.94      -1409.2       +167.737      
4088          4088          +225.919      +668.745      +698          +37.3697      -1183.37      -223.049      +1630.03      -1406.42      +223.615      
4089          4089          +225.925      +658.696      +697.124      +31.5749      -1185.47      -227.513      +1613.32      -1412.98      +200.341      
4090          4090          +245.468      +662.684      +694.46       +34.2501      -1167.14      -230.029      +1636.86      -1397.17      +239.69       
4091          4091          +236.235      +660.483      +693.513      +35.1292      -1166.34      -201.656      +1625.36      -1368         +257.365      
4092          4092          +256.08       +695.951      +677.875      +37.7784      -1168.02      -236.475      +1667.68      -1404.5       +263.186      
4093          4093          +243.857      +664.424      +680.546      +36.3987      -1171.8       -214.076      +1625.23      -1385.87      +239.354      
4094          4094          +213.7        +688.429      +681.96       +40.832       -1193.35      -227.696      +1624.92      -1421.05      +203.875      
4095          4095          +208.972      +701.974      +694.078      +40.6072      -1162.09      -219.093      +1645.63      -1381.19      +264.446      
4096          4096          +213.453      +669.377      +709.413      +36.4165      -1133.57      -208.986      +1628.66      -1342.56      +286.103      
4097          4097          +230.462      +665.709      +700.847      +36.7074      -1160.46      -208.022      +1633.73      -1368.48      +265.241      
4098          4098          +219.083      +647.058      +681.413      +24.5612      -1156.73      -200.888      +1572.12      -1357.62      +214.494      
4099          4099          +215.768      +674.636      +679.109      +32.8236      -1161.31      -211.898      +1602.34      -1373.21      +229.13       
4100          4100          +220.664      +674.065      +705.986      +44.464       -1182.52      -225.936      +1645.18      -1408.45      +236.724      
4101          4101          +241.896      +666.42       +696.312      +38.8359      -1172.38      -229.07       +1643.46      -1401.45      +242.009      
4102          4102          +232.56       +651.595      +686.186      +39.5344      -1159.2       -229.165      +1609.88      -1388.36      +221.513      
4103          4103          +240.184      +649.069      +698.243      +34.3679      -1161.62      -209.244      +1621.86      -1370.86      +251.004      
4104          4104          +222.069      +683.889      +688.687      +39.7418      -1145.79      -234.046      +1634.39      -1379.84      +254.546      
4105          4105          +216.05       +682.719      +682.458      +38.1107      -1193.03      -205.476      +1619.34      -1398.5       +220.837      
4106          4106          +229.297      +677.233      +671.004      +36.0125      -1157.38      -213.4        +1613.55      -1370.78      +242.766      
4107          4107          +208.481      +645.426      +694.478      +34.9676      -1145.65      -227.626      +1583.35      -1373.28      +210.076      
4108          4108          +219.206      +659.114      +680.193      +39.4314      -1151.04      -199.978      +1597.94      -1351.02      +246.926      
4109          4109          +236.294      +684.104      +696.632      +36.3482      -1151.41      -235.71       +1653.38      -1387.12      +266.256      
4110          4110          +230.82       +655.876      +700.682      +34.1281      -1143.97      -212.978      +1621.51      -1356.95      +264.557      
4111          4111          +227.274      +676.244      +700.227      +44.4708      -1143.61      -215.672      +1648.22      -1359.28      +288.935      
4112          4112          +210.247      +695.172      +710.889      +38.6284      -1160.48      -215.298      +1654.94      -1375.78      +279.157      
4113          4113          +228.589      +656.531      +703.291      +34.4323      -1181.41      -209.849      +1622.84      -1391.26      +231.588      
4114          4114          +220.051      +667.451      +676.07       +31.1588      -1150.38      -217.416      +1594.73      -1367.8       +226.931      
4115          4115          +231.074      +680.951      +678.748      +33.7493      -1163.18      -228.59       +1624.52      -1391.77      +232.751      
4116          4116          +223.418      +646.105      +689.403      +38.296       -1118.41      -217.749      +1597.22      -1336.16      +261.067      
4117          4117          +200.535      +677.293      +695.947      +31.5686      -1109.33      -225.561      +1605.34      -1334.89      +270.451      
4118          4118          +211.56       +656.747      +698.035      +37.6767      -1129.71      -216.021      +1604.02      -1345.74      +258.284      
4119          4119          +208.326      +640.416      +684.008      +30.0479      -1144.31      -207.603      +1562.8       -1351.91      +210.889      
4120          4120          +219.498      +692.156      +689.333      +34.0221      -1163.73      -203.939      +1635.01      -1367.67      +267.336      
4121          4121          +236.164      +671.285      +723.683      +34.2009      -1164.66      -217.331      +1665.33      -1381.99      +283.341      
4122          4122          +227.708      +708.046      +701.563      +36.5678      -1166.17      -223.147      +1673.88      -1389.31      +284.57       
4123          4123          +211.844      +695.242      +700.004      +30.0763      -1139.95      -233.362      +1637.17      -1373.31      +263.858      
4124          4124          +226.726      +637.921      +700.905      +36.678       -1162.1       -216.846      +1602.23      -1378.95      +223.282      
4125          4125          +217.673      +647.605      +691.833      +34.7316      -1170.42      -200.491      +1591.84      -1370.91      +220.927      
4126          4126          +229.528      +671.874      +690.955      +35.7148      -1154.83      -234.363      +1628.07      -1389.19      +238.878      
4127          4127          +226.809      +674.489      +695.31       +35.1579      -1135.74      -213.758      +1631.77      -1349.49      +282.272      
4128          4128          +223.425      +678.071      +694.917      +33.511       -1160.07      -215.242      +1629.92      -1375.31      +254.611      
4129          4129          +228.058      +671.713      +676.531      +37.0169      -1149.87      -213.756      +1613.32      -1363.62      +249.697      
4130          4130          +237.701      +671.393      +689.057      +34.4559      -1136.53      -229.654      +1632.61      -1366.19      +266.419      
4131          4131          +254.477      +675.341      +675.159      +35.4689      -1120.99      -234.094      +1640.45      -1355.09      +285.358      
4132          4132          +201.594      +676.577      +676.658      +38.8989      -1135.88      -223.601      +1593.73      -1359.48      +234.244      
4133          4133          +240.644      +645.245      +695.665      +36.0086      -1174.65      -229.294      +1617.56      -1403.94      +213.619      
4134          4134          +193.241      +666.261      +695.674      +33.3475      -1141.09      -216.444      +1588.52      -1357.54      +230.987      
4135          4135          +238.014      +654.171      +697.836      +32.2529      -1129.24      -239.4        +1622.27      -1368.64      +253.633      
4136          4136          +221.05       +641.266      +699.715      +37.92        -1127.38      -213.74       +1599.95      -1341.12      +258.833      
4137          4137          +215.998      +699.764      +678.472      +34.2771      -1119.67      -226.06       +1628.51      -1345.73      +282.783      
4138          4138          +229.352      +626.719      +703.441      +37.1799      -1103.93      -211.324      +1596.69      -1315.26      +281.434      
4139          4139          +249.928      +635.533      +698.16       +41.9453      -1120.52      -207.81       +1625.57      -1328.33      +297.237      
4140          4140          +230.659      +700.209      +696.055      +39.4946      -1164.57      -243.576      +1666.42      -1408.15      +258.271      
4141          4141          +251.244      +636.267      +694.218      +33.5574      -1143.81      -232.303      +1615.29      -1376.12      +239.171      
4142          4142          +239.724      +626.794      +705.142      +41.4935      -1120.24      -230.832      +1613.15      -1351.08      +262.076      
4143          4143          +248.646      +653.731      +696.301      +38.9282      -1123.48      -213.243      +1637.61      -1336.72      +300.883      
4144          4144          +193.362      +672.913      +681.928      +39.0008      -1104.99      -223.514      +1587.2       -1328.51      +258.695      
4145          4145          +234.043      +675.293      +687.515      +31.8974      -1130.93      -225.14       +1628.75      -1356.07      +272.678      
4146          4146          +227.858      +651.061      +681.313      +33.6931      -1119.73      -211.097      +1593.93      -1330.83      +263.1        
4147          4147          +234.21       +672.832      +694.648      +40.8005      -1130.35      -230.331      +1642.49      -1360.68      +281.807      
4148          4148          +223.229      +650.747      +688.854      +38.6998      -1139.59      -224.946      +1601.53      -1364.53      +236.996      
4149          4149          +234.166      +689.125      +688.936      +41.4102      -1122.77      -222.263      +1653.64      -1345.03      +308.603      
4150          4150          +222.608      +650.802      +692.182      +41.6896      -1123.38      -223.074      +1607.28      -1346.46      +260.824      
4151          4151          +238.087      +687.518      +679.305      +38.8891      -1126.27      -224.117      +1643.8       -1350.39      +293.414      
4152          4152          +249.341      +683.626      +693.837      +37.1111      -1155.84      -218.077      +1663.91      -1373.92      +289.992      
4153          4153          +225.028      +650.045      +699.11       +37.2488      -1118.12      -226.157      +1611.43      -1344.28      +267.153      
4154          4154          +222.038      +635.556      +690.339      +37.9702      -1132.95      -220.689      +1585.9       -1353.63      +232.269      
4155          4155          +224.985      +653.496      +706.575      +44.1475      -1110.79      -204.512      +1629.2       -1315.3       +313.903      
4156          4156          +220.875      +641.774      +684.816      +42.3739      -1105.39      -211.215      +1589.84      -1316.6       +273.235      
4157          4157          +231.141      +665.516      +693.66       +38.553       -1093.94      -226.02       +1628.87      -1319.96      +308.908      
4158          4158          +251.318      +660.013      +693.237      +39.9108      -1124.86      -225.593      +1644.48      -1350.45      +294.027      
4159          4159          +245.66       +670.24       +687.169      +32.3719      -1122.17      -241.671      +1635.44      -1363.84      +271.603      
4160          4160          +235.814      +630.084      +685.81       +30.8269      -1100.52      -212.899      +1582.53      -1313.42      +269.112      
4161          4161          +255.081      +661.59       +694.008      +32.9815      -1120.25      -230.833      +1643.66      -1351.08      +292.579      
4162          4162          +253.569      +671.977      +690.826      +31.6565      -1130.8       -214.254      +1648.03      -1345.05      +302.975      
4163          4163          +226.387      +711.164      +681.649      +36.1045      -1138.95      -237.962      +1655.3       -1376.91      +278.391      
4164          4164          +219.48       +701.423      +678.105      +33.5016      -1136.65      -230.289      +1632.51      -1366.94      +265.574      
4165          4165          +236.332      +642.781      +689.703      +38.1669      -1137.1       -213.739      +1606.98      -1350.84      +256.146      
4166          4166          +239.025      +662.304      +688.869      +29.6198      -1122.46      -231.617      +1619.82      -1354.08      +265.736      
4167          4167          +223.167      +692.14       +685.149      +36.7429      -1129.59      -223.726      +1637.2       -1353.31      +283.887      
4168          4168          +227.139      +671.238      +701.579      +34.6586      -1108.24      -213.921      +1634.62      -1322.17      +312.45       
4169          4169          +216.562      +674.763      +688.456      +40.7258      -1063.84      -233.381      +1620.51      -1297.22      +323.283      
4170          4170          +225.513      +672.559      +696.374      +46.1798      -1090.29      -236.157      +1640.63      -1326.45      +314.176      
4171          4171          +210.644      +685.058      +693.629      +38.0579      -1124.09      -215.724      +1627.39      -1339.81      +287.578      
4172          4172          +249.315      +698.178      +679.693      +41.7397      -1139.41      -235.156      +1668.93      -1374.57      +294.361      
4173          4173          +225.89       +644.637      +683.943      +42.2145      -1102.12      -217.94       +1596.68      -1320.06      +276.628      
4174          4174          +230.786      +661.493      +687.143      +31.6584      -1093.96      -253.29       +1611.08      -1347.25      +263.83       
4175          4175          +217.162      +680.158      +688.532      +38.2667      -1108.78      -219.113      +1624.12      -1327.9       +296.222      
4176          4176          +197.469      +684.422      +685.698      +32.8894      -1104.63      -237.744      +1600.48      -1342.37      +258.109      
4177          4177          +246.517      +644.388      +678.588      +38.5282      -1120.91      -221.339      +1608.02      -1342.24      +265.777      
4178          4178          +237.127      +640.564      +700.043      +36.6727      -1107.97      -230.759      +1614.41      -1338.73      +275.678      
4179          4179          +242.924      +632.912      +676.783      +35.6062      -1103.72      -226.341      +1588.22      -1330.06      +258.166      
4180          4180          +237.718      +658.737      +681.24       +30.5147      -1104.66      -233.056      +1608.21      -1337.72      +270.49       
4181          4181          +228.833      +663.352      +686.358      +32.4043      -1110.11      -225.349      +1610.95      -1335.46      +275.489      
4182          4182          +224.454      +670.541      +681.533      +38.431       -1141.36      -219.055      +1614.96      -1360.42      +254.54       
4183          4183          +233.584      +658.94       +688.679      +30.8168      -1125.95      -223.404      +1612.02      -1349.35      +262.667      
4184          4184          +246.057      +664.846      +683.393      +31.1109      -1124.14      -216.723      +1625.41      -1340.86      +284.544      
4185          4185          +219.441      +645.746      +688.91       +41.9073      -1101.07      -242.543      +1596.01      -1343.62      +252.39       
4186          4186          +227.438      +641.707      +694.788      +36.2741      -1095.18      -220.958      +1600.21      -1316.14      +284.067      
4187          4187          +236.553      +643.823      +710.05       +34.5197      -1112.67      -214.478      +1624.94      -1327.15      +297.795      
4188          4188          +249.887      +666.762      +703.639      +34.6442      -1111.05      -228.098      +1654.93      -1339.15      +315.78       
4189          4189          +216.72       +683.69       +696.605      +33.1228      -1135.62      -226.219      +1630.14      -1361.84      +268.296      
4190          4190          +227.123      +668.837      +717.959      +35.0906      -1147.02      -215.618      +1649.01      -1362.64      +286.374      
4191          4191          +225.268      +680.132      +703.441      +33.3594      -1128.3       -245.086      +1642.2       -1373.39      +268.816      
4192          4192          +212.544      +697.921      +688.341      +37.4847      -1146.23      -243.8        +1636.29      -1390.03      +246.261      
4193          4193          +218.467      +655.857      +693.913      +41.5624      -1133.77      -227.212      +1609.8       -1360.98      +248.821      
4194          4194          +231.272      +682.295      +674.516      +37.6276      -1109.13      -239.216      +1625.71      -1348.34      +277.367      
4195          4195          +203.971      +651.487      +692.019      +34.194       -1108.89      -226.828      +1581.67      -1335.72      +245.951      
4196          4196          +230.586      +646.396      +686.73       +34.7836      -1129.74      -218.565      +1598.5       -1348.3       +250.192      
4197          4197          +250.65       +647.701      +700.308      +46.0265      -1112.69      -244.424      +1644.69      -1357.11      +287.574      
4198          4198          +224.763      +655.58       +699.087      +40.9928      -1103.74      -226.494      +1620.42      -1330.23      +290.191      
4199          4199          +245.247      +659.582      +695.483      +40.7167      -1122.21      -212.797      +1641.03      -1335.01      +306.022      
4200          4200          +236.795      +662.412      +681.619      +37.4638      -1117.72      -230.187      +1618.29      -1347.9       +270.387      
4201          4201          +215.873      +666.422      +696.358      +34.722       -1121.08      -208.885      +1613.37      -1329.96      +283.413      
4202          4202          +207.436      +665.8        +684.116      +36.402       -1105.3       -211.473      +1593.75      -1316.77      +276.98       
4203          4203          +250.149      +668.475      +695.252      +39.1205      -1103.28      -242.801      +1653         -1346.08      +306.916      
4204          4204          +235.183      +644.876      +696.76       +40.7493      -1093.36      -228.339      +1617.57      -1321.7       +295.868      
4205          4205          +252.822      +667.138      +680.198      +30.7317      -1095.48      -237.813      +1630.89      -1333.29      +297.595      
4206          4206          +233.993      +674.168      +692.187      +31.4693      -1102.57      -239.017      +1631.82      -1341.58      +290.234      
4207          4207          +208.548      +668.402      +687.861      +34.565       -1085.68      -237.545      +1599.38      -1323.22      +276.152      
4208          4208          +217.584      +657.858      +686.508      +36.1994      -1085.02      -244.189      +1598.15      -1329.21      +268.943      
4209          4209          +216.018      +629.61       +693.127      +33.5721      -1087.33      -227.655      +1572.33      -1314.99      +257.342      
4210          4210          +235.382      +637.277      +689.807      +34.842       -1104.03      -209.077      +1597.31      -1313.11      +284.197      
4211          4211          +235.471      +650.99       +698.167      +35.7692      -1119.32      -231.078      +1620.4       -1350.4       +269.994      
4212          4212          +200.335      +656.445      +696.662      +33.6994      -1095.84      -257.8        +1587.14      -1353.64      +233.498      
4213          4213          +238.908      +667.26       +697.644      +33.3522      -1124.98      -227.949      +1637.16      -1352.93      +284.239      
4214          4214          +228.246      +635.999      +690.04       +32.7644      -1122.34      -252.978      +1587.05      -1375.32      +211.729      
4215          4215          +220.071      +635.341      +698.203      +32.0968      -1111.17      -228.154      +1585.71      -1339.32      +246.391      
4216          4216          +208.438      +692.066      +686.161      +31.8141      -1109.17      -231.079      +1618.48      -1340.25      +278.229      
4217          4217          +221.681      +661.382      +701.645      +36.2678      -1122.19      -218.53       +1620.97      -1340.72      +280.26       
4218          4218          +224.226      +634.641      +701.783      +39.3341      -1125.53      -226.997      +1599.98      -1352.52      +247.462      
4219          4219          +218.078      +694.984      +694.227      +39.1796      -1106.48      -230.278      +1646.47      -1336.76      +309.71       
4220          4220          +221.931      +716.965      +700.311      +39.0589      -1117.29      -247.624      +1678.27      -1364.92      +313.347      
4221          4221          +235.963      +654.445      +689.864      +43.8132      -1097.67      -226.335      +1624.09      -1324         +300.082      
4222          4222          +218.51       +651.137      +685.539      +42.1246      -1141.54      -216.895      +1597.31      -1358.44      +238.875      
4223          4223          +199.612      +719.366      +677.626      +30.9806      -1133.22      -224.281      +1627.58      -1357.51      +270.079      
4224          4224          +227.625      +679.943      +691.005      +48.7509      -1156.52      -236.002      +1647.32      -1392.52      +254.805      
4225          4225          +226.963      +661.675      +687.917      +32.0098      -1161.16      -227.979      +1608.56      -1389.14      +219.424      
4226          4226          +232.602      +649.295      +698.509      +33.1392      -1157.82      -228.227      +1613.55      -1386.05      +227.495      
4227          4227          +236.183      +665.342      +697.667      +28.0798      -1150.22      -248.177      +1627.27      -1398.4       +228.874      
4228          4228          +220.675      +680.56       +703.926      +35.8336      -1162.88      -222.934      +1640.99      -1385.81      +255.182      
4229          4229          +209.904      +671.947      +686.221      +43.2132      -1140.64      -223.223      +1611.29      -1363.86      +247.423      
4230          4230          +235.694      +693.027      +694.966      +42.1263      -1143.34      -241.687      +1665.81      -1385.02      +280.789      
4231          4231          +236.361      +665.794      +704.098      +40.7111      -1133.98      -217.904      +1646.96      -1351.88      +295.08       
4232          4232          +221.697      +692.479      +680.842      +41.2507      -1118.74      -239.521      +1636.27      -1358.26      +278.011      
4233          4233          +223.394      +685.728      +684.556      +38.8902      -1127.72      -216.891      +1632.57      -1344.61      +287.961      
4234          4234          +235.033      +671.604      +691.587      +39.9711      -1158.86      -225.175      +1638.19      -1384.03      +254.164      
4235          4235          +230.35       +633.883      +703.521      +33.877       -1154.55      -237.977      +1601.63      -1392.53      +209.101      
4236          4236          +215.693      +659.916      +677.952      +41.6488      -1154.72      -241.65       +1595.21      -1396.37      +198.836      
